path,transcript,azure
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_030.wav,now we are gonna understand the internet protocol address,Now we're going to understand the Internet Protocol I've.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_003.wav,a grayscale pixel,Grayscale pixel
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_007.wav,from zero to two fifty five,From zero to 255.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_008.wav,in the computer,In the computer.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_009.wav,how many bits,How many bits?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_012.wav,twenty five,25
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_013.wav,two divided by,2 divided by.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_014.wav,so you guys see the mario,So you guys see the Mario?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_015.wav,you guys see this,You guys see this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_020.wav,love math so much,I love math so much.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_021.wav,once you understand the math,Once you understand the math.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_022.wav,i need it too,I needed to.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_024.wav,is because once you get into hexa,Is because once you get into hexa.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_025.wav,you see how theres two fifty five,Do you see how there's 255?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_026.wav,the computer understands these numbers,The computer understands these numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_027.wav,letters and numbers,Letters and numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_029.wav,knows to stay white,Knows to stay white.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_032.wav,i need a marker,Money market.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_035.wav,hes already done,He's already done.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_029.wav,row one two three etc,So it's row 123 etcetera.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_030.wav,oh i guess we are off a little bit so i guess zero would be this one,"Oh well, I guess where we're off a little bit. So I guess 00 would be this one."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_031.wav,in this case zero would be here,"In this case, zero would be here."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_033.wav,it should be one right,"Should have been one, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_044.wav,is like this you have to put zero,It's like this. You have to put stereo.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_003.wav,one two three four five six,123456.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_005.wav,what zero you are talking about,What's your are you talking about?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_008.wav,he is slow i been like in a three,"He's slow, I've been like in three steps."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_000.wav,we talk about how zero represents black,And talk about how 0 represents black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_001.wav,one representes white,One represents white.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_003.wav,what is in binary f f,And what is in binary F?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_004.wav,one one,11
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_007.wav,f f in binary,FFM binary
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_009.wav,so if everything is one everything is white ok,"So if everything is one, that means everything is white turned on."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_010.wav,so zero zero,400
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_011.wav,how many zeros,How many zeros?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_012.wav,so two zero look like this,I felt SO20 looks like this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_014.wav,four binarys,4 binaries OK.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_015.wav,so the first zero have four zeros,So the first zero has four zeros.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_017.wav,two in binary is,What 2 in binary is?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_018.wav,binary,Binary.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_019.wav,is really close to this one,Is really close to this one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_022.wav,the next one,How many the next one?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_023.wav,so three cero right,"SO30, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_024.wav,again one cero,"Again, what's 0?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_026.wav,three was three,"Three, what's 3?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_027.wav,okey zero zero one one,"OK, 0011."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_028.wav,go ahead and look at the last one,Let's go ahead and look at the last one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_029.wav,so this one is f zero,So this one F0.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_030.wav,so this one has some black,So this one has some black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_031.wav,no is five five,"No, it's 55."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_035.wav,look is this one,Look is this one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_036.wav,black is zero zero okey,The black is 00 OK.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_037.wav,okey lets try zero one,"OK, let's try 01."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_001.wav,cause zero zero is black,00 is black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_002.wav,do zero f,The 0F
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_005.wav,which one is zero zero,Which 100?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_001.wav,like five tens we have right,"Like 5 tens we have, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_005.wav,its two three or two,It's two or three or two.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_008.wav,you choose the number,You choose the number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_000.wav,its only four letters okey,"It's it's only four letters, OK?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_004.wav,row one and what is the column,Rule 1 and what is the column?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_005.wav,you put zero,Or you bought 0?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_006.wav,so you need to put zero in every column,So you need to put zero in every color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_005.wav,column two row three,The phone number is 00.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_006.wav,column three row four,Column 3.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_007.wav,column four row five,Column 4.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_009.wav,column six row four,Carla 604.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_05-05_English_000.wav,its an another computer telling us the coordinates,Also another computers telling us the coordinates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_121.wav,at the end of the day,At the end of the day.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_135.wav,we are not expecting,We're not expect.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_027.wav,what did we learn,What do we learn?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_037.wav,the print command,Command.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_052.wav,it creates,It creates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_135.wav,pressed it,Preston.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_152.wav,add numbers,That number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_190.wav,its gonna,It's gone.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_191.wav,what is your name,What's your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_193.wav,the computer,"Well, let's have it."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_249.wav,what do you think,What do you think?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_367.wav,for example,For example.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_001.wav,it gives an interface,It gives an interface.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_003.wav,from this,From this
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_015.wav,do you remember,Do you mean?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_019.wav,can you please tell us,Can you please tell?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_020.wav,opening the files from the,Opening the files from the.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_022.wav,and the file inside,And the file in.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_033.wav,whatever you see here,Whatever you see here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_035.wav,use to go to folder,We used to go to fold.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_038.wav,one two three,Want you?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_039.wav,how do we create a file,How do we create a file?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_041.wav,i dont remember the names,I don't remember the name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_Eng_fundamental_May09_2022/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_045.wav,and then session two,And then season 2.
