path,transcript,azure
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_105.wav,go ahead and do it,Recoger en.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_106.wav,where do i begin,Where do I begin?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_107.wav,your ages,Your agent.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_108.wav,my brother and my mom,My brother and my mom.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_111.wav,the binary,The binary.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_113.wav,yeah the binary,"Yeah, but binary."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_114.wav,and then,And then.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_001.wav,how long it took you to make that,How long it took you to make that?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_002.wav,give me two initials from your name,Give Me 2 initials from your name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_003.wav,dont forget mine,Don Fermín.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_004.wav,give me marker please,Marker please.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_009.wav,hectors gonna get the e c,Hector's going to get the icy.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_010.wav,okay so what are we doing,¿Por qué sobreviví?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_011.wav,oh okay i get it,Ok.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_012.wav,you gonna have a d,You're going to have a D.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_016.wav,what you gonna do is you gonna convert this into binary number,What you're gonna do is you're going to convert this into a binary number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_019.wav,i need help,I need help.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_027.wav,i know what im gonna do,I know what I'm doing.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_030.wav,now we are gonna understand the internet protocol address,Now we're going to understand the Internet Protocol I've.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_003.wav,a grayscale pixel,Grayscale pixel
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_007.wav,from zero to two fifty five,From zero to 255.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_008.wav,in the computer,Tiene que.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_009.wav,how many bits,How many bits?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_012.wav,twenty five,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_013.wav,two divided by,2 divided by.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_014.wav,so you guys see the mario,So you guys see the Mario?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_015.wav,you guys see this,¿Qué decides?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_020.wav,love math so much,I love math so much.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_021.wav,once you understand the math,Once you understand the math.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_022.wav,i need it too,I needed to.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_024.wav,is because once you get into hexa,Is because once you get into hexa.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_025.wav,you see how theres two fifty five,Do you see how there's 255?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_026.wav,the computer understands these numbers,The computer understands these numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_027.wav,letters and numbers,Letters and numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_029.wav,knows to stay white,Knows to stay white.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_032.wav,i need a marker,Ni maker.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_035.wav,hes already done,He's already done.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_029.wav,row one two three etc,So it's row 123 etcetera.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_030.wav,oh i guess we are off a little bit so i guess zero would be this one,"Oh well, I guess where we're off a little bit. So I guess 00 would be this one."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_031.wav,in this case zero would be here,"In this case, zero would be here."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_033.wav,it should be one right,"Should have been one, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_044.wav,is like this you have to put zero,It's like this. You have to put stereo.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_003.wav,one two three four five six,123456.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_005.wav,what zero you are talking about,Porsev avisas.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_008.wav,he is slow i been like in a three,"He's slow, I've been like in three steps."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_000.wav,we talk about how zero represents black,And talk about how 0 represents black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_001.wav,one representes white,One represents white.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_003.wav,what is in binary f f,And what is in binary F?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_004.wav,one one,Won uan.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_007.wav,f f in binary,FFM binary
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_009.wav,so if everything is one everything is white ok,"So if everything is one, that means everything is white."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_010.wav,so zero zero,400
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_011.wav,how many zeros,How many zeros?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_012.wav,so two zero look like this,I felt SO20 looks like this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_014.wav,four binarys,For van a eso ok.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_015.wav,so the first zero have four zeros,So the first zero has four zeros.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_017.wav,two in binary is,What 2 in binary is?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_018.wav,binary,Binary.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_019.wav,is really close to this one,Is really close to this one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_022.wav,the next one,How many the next one?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_023.wav,so three cero right,"SO30, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_024.wav,again one cero,"Again, what's 0?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_026.wav,three was three,"Three, what's 3?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_027.wav,okey zero zero one one,"OK, 0011."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_028.wav,go ahead and look at the last one,Let's go ahead and look at the last one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_029.wav,so this one is f zero,So this one F0.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_030.wav,so this one has some black,So this one has some black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_031.wav,no is five five,"No, it's 55."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_035.wav,look is this one,Look is this one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_036.wav,black is zero zero okey,The black is 00 OK.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_037.wav,okey lets try zero one,"OK, let's try 01."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_001.wav,cause zero zero is black,00 is black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_002.wav,do zero f,The 0F
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_005.wav,which one is zero zero,Which 100?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_001.wav,like five tens we have right,"Like 5 tens we have, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_005.wav,its two three or two,It's two or three or two.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_008.wav,you choose the number,You choose the number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_000.wav,its only four letters okey,"It's it's only four letters, OK?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_004.wav,row one and what is the column,Rule 1 and what is the column?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_005.wav,you put zero,Or you bought 0?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_006.wav,so you need to put zero in every column,So you need to put zero in every color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_005.wav,column two row three,The phone number is 00.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_006.wav,column three row four,Column 3.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_007.wav,column four row five,Column 4.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_009.wav,column six row four,Carla 604.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_05-05_English_000.wav,its an another computer telling us the coordinates,Also another computers telling us the coordinates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_121.wav,at the end of the day,At the end of the day.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_135.wav,we are not expecting,We're not expect.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_027.wav,what did we learn,What do we learn?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_037.wav,the print command,Command.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_052.wav,it creates,It creates.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_135.wav,pressed it,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_152.wav,add numbers,That number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_190.wav,its gonna,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_191.wav,what is your name,What's your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_193.wav,the computer,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_249.wav,what do you think,What do you think?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_367.wav,for example,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_001.wav,it gives an interface,Dios el interfaz.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_003.wav,from this,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_015.wav,do you remember,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_019.wav,can you please tell us,Can you please tell?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_020.wav,opening the files from the,Opening the files from the.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_022.wav,and the file inside,And the file in.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_033.wav,whatever you see here,Whatever you see here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_035.wav,use to go to folder,We used to go to fold.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_038.wav,one two three,Want to?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_039.wav,how do we create a file,How do we create a file?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_041.wav,i dont remember the names,I don't remember the name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_045.wav,and then session two,And then season 2.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_046.wav,already in session three,Una organización sí.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_050.wav,control plus,Control plus.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_053.wav,and if you do control plus,"Beneficio, canto del plazo."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_058.wav,if x is equal to ten,If X is equal to 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_061.wav,ten to x,10 to X.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_062.wav,x is equal to ten,X is equal to 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_063.wav,printing x,Printing
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_067.wav,this value,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_069.wav,what was the question again,What was your question again?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_070.wav,and this value,And this value.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_078.wav,can someone change this,Can someone change the?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_081.wav,so what is happening,So what is happening?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_083.wav,whatever you type here,Whatever you type here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_087.wav,is over there,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_093.wav,what is gonna print,What it's going to print?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_094.wav,let us play again,Let us play a game.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_096.wav,so whatever you type here,So whatever you type here.
